0988649,Zbąszynek,8,"52°14'46"" 15°48'57"""
0988342,Babimost,8,"52°09'53"" 15°49'49"""
0988371,Czerwieńsk,8,"52°00'47"" 15°25'22"""
0988448,Kargowa,8,"52°04'19"" 15°51'52"""
0935771,Trzciel,8,"52°21'55"" 15°52'31"""
0988595,Sulechów,8,"52°05'07"" 15°37'23"""
0988520,Nowa Sól,8,"51°48'21"" 15°42'59"""
0988359,Bytom Odrzański,8,"51°43'50"" 15°49'35"""
0988514,Małomice,8,"51°33'19"" 15°26'55"""
0935682,Rzepin,8,"52°20'54"" 14°49'37"""
0988603,Szprotawa,8,"51°33'57"" 15°32'17"""
0935699,Skwierzyna,8,"52°35'51"" 15°30'12"""
0988572,Nowogród Bobrzański,8,"51°48'04"" 15°14'49"""
0988454,Kożuchów,8,"51°44'43"" 15°35'40"""
0988566,Nowe Miasteczko,8,"51°41'26"" 15°43'50"""
0988388,Gozdnica,8,"51°26'17"" 15°05'48"""
0988661,Żagań,8,"51°36'56"" 15°18'48"""
0912824,Otyń,8,"51°50'50"" 15°42'37"""
0988402,Iłowa,8,"51°30'13"" 15°12'03"""
0988365,Cybinka,8,"52°11'38"" 14°47'44"""
0935529,Międzyrzecz,8,"52°26'44"" 15°34'43"""
0935587,Ośno Lubuskie,8,"52°27'14"" 14°52'16"""
0705893,Lutomiersk,10,"51°45'15"" 19°12'42"""
0976050,Sieradz,10,"51°35'46"" 18°43'56"""
0957650,Łódź,10,"51°45'52"" 19°27'47"""
0958967,Ozorków,10,"51°57'44"" 19°17'42"""
0968078,Radomsko,10,"51°04'03"" 19°26'40"""
0976586,Wieluń,10,"51°13'15"" 18°34'14"""
0556648,Wolbórz,10,"51°30'18"" 19°49'48"""
0976675,Zduńska Wola,10,"51°36'07"" 18°56'03"""
0541180,Kamieńsk,10,"51°12'16"" 19°29'49"""
0976451,Szadek,10,"51°41'31"" 18°58'32"""
0706651,Lututów,10,"51°22'17"" 18°26'03"""
0968300,Tomaszów Mazowiecki,10,"51°31'49"" 20°00'35"""
0976400,Poddębice,10,"51°53'35"" 18°57'18"""
0958714,Głowno,10,"51°58'04"" 19°42'50"""
0968026,Przedbórz,10,"51°05'15"" 19°52'26"""
0937400,Wieruszów,10,"51°17'42"" 18°09'18"""
0959240,Stryków,10,"51°54'06"" 19°36'17"""
0976942,Skierniewice,10,"51°57'31"" 20°08'28"""
0959263,Zgierz,10,"51°51'22"" 19°24'22"""
0958654,Aleksandrów Łódzki,10,"51°49'13"" 19°18'18"""
0976267,Błaszki,10,"51°39'06"" 18°26'16"""
0967430,Piotrków Trybunalski,10,"51°24'40"" 19°41'10"""
0977025,Brzeziny,10,"51°47'59"" 19°45'13"""
0969103,Kutno,10,"52°14'03"" 19°21'28"""
0959079,Pabianice,10,"51°39'54"" 19°21'33"""
0969250,Łęczyca,10,"52°03'33"" 19°11'54"""
0703026,Działoszyn,10,"51°07'01"" 18°51'55"""
0977077,Rawa Mazowiecka,10,"51°45'54"" 20°15'08"""
0977019,Biała Rawska,10,"51°48'30"" 20°28'27"""
0949359,Uniejów,10,"51°58'30"" 18°47'39"""
0932330,Pajęczno,10,"51°08'49"" 18°59'42"""
0976830,Złoczew,10,"51°25'05"" 18°36'21"""
0968233,Sulejów,10,"51°21'15"" 19°53'06"""
0725068,Bolimów,10,"52°04'35"" 20°09'49"""
0968664,Zelów,10,"51°27'52"" 19°13'12"""
0958826,Konstantynów Łódzki,10,"51°44'53"" 19°19'32"""
0967943,Opoczno,10,"51°22'36"" 20°17'11"""
0973346,Drzewica,10,"51°27'02"" 20°28'38"""
0415787,Rzgów,10,"51°39'47"" 19°29'24"""
0977031,Łowicz,10,"52°06'29"" 19°56'46"""
0968569,Tuszyn,10,"51°36'14"" 19°32'38"""
0969095,Krośniewice,10,"52°15'22"" 19°10'15"""
0969391,Żychlin,10,"52°14'38"" 19°37'35"""
0573256,Piątek,10,"52°04'08"" 19°28'47"""
0967831,Koluszki,10,"51°44'42"" 19°49'02"""
0967647,Bełchatów,10,"51°21'45"" 19°21'54"""
0976296,Łask,10,"51°35'29"" 19°08'01"""
0976557,Warta,10,"51°42'25"" 18°37'28"""
0959435,Nowy Sącz,12,"49°37'30"" 20°41'26"""
0981570,Tarnów,12,"50°00'45"" 20°59'18"""
0950463,Kraków,12,"50°03'42"" 19°56'15"""
0963773,Zakopane,12,"49°17'49"" 19°56'60"""
0945315,Wolbrom,12,"50°23'07"" 19°45'36"""
0951675,Niepołomice,12,"50°01'59"" 20°12'59"""
0982457,Tuchów,12,"49°53'42"" 21°03'16"""
0924023,Andrychów,12,"49°51'10"" 19°20'29"""
0926921,Wadowice,12,"49°52'59"" 19°29'35"""
0952232,Wieliczka,12,"49°59'05"" 20°03'44"""
0827923,Radłów,12,"50°04'59"" 20°50'52"""
0829098,Ryglice,12,"49°52'45"" 21°08'18"""
0314454,Alwernia,12,"50°04'07"" 19°32'31"""
0938982,Chrzanów,12,"50°08'30"" 19°24'41"""
0337774,Świątniki Górne,12,"49°56'03"" 19°57'13"""
0824936,Nowy Wiśnicz,12,"49°54'55"" 20°27'43"""
0940938,Libiąż,12,"50°06'24"" 19°19'47"""
0944149,Trzebinia,12,"50°09'30"" 19°28'22"""
0982167,Dąbrowa Tarnowska,12,"50°10'28"" 20°59'11"""
0960510,Limanowa,12,"49°42'23"" 20°25'22"""
0941777,Olkusz,12,"50°16'44"" 19°33'36"""
0982641,Żabno,12,"50°08'00"" 20°53'10"""
0924253,Kalwaria Zebrzydowska,12,"49°51'60"" 19°40'33"""
0960697,Mszana Dolna,12,"49°40'41"" 20°04'57"""
0951617,Myślenice,12,"49°50'02"" 19°56'17"""
0951570,Krzeszowice,12,"50°08'06"" 19°38'12"""
0960042,Grybów,12,"49°37'29"" 20°56'51"""
0947225,Miechów,12,"50°21'21"" 20°01'43"""
0960390,Krynica-Zdrój,12,"49°25'17"" 20°57'35"""
0952137,Sułkowice,12,"49°50'28"" 19°48'05"""
0951860,Skała,12,"50°13'49"" 19°51'15"""
0951505,Dobczyce,12,"49°52'40"" 20°05'56"""
0961538,Nowy Targ,12,"49°28'39"" 20°01'55"""
0963454,Szczawnica,12,"49°25'31"" 20°28'58"""
0951876,Skawina,12,"49°58'30"" 19°49'35"""
0924997,Oświęcim,12,"50°02'17"" 19°13'15"""
0960154,Jordanów,12,"49°38'58"" 19°49'49"""
0938120,Brzeszcze,12,"49°58'59"" 19°08'39"""
0925287,Sucha Beskidzka,12,"49°44'25"" 19°35'15"""
0924098,Chełmek,12,"50°06'02"" 19°15'30"""
0924365,Kęty,12,"49°53'01"" 19°13'20"""
0952077,Słomniki,12,"50°14'24"" 20°04'56"""
0927576,Zator,12,"49°59'46"" 19°26'13"""
0961283,Muszyna,12,"49°21'17"" 20°53'45"""
0962503,Rabka-Zdrój,12,"49°36'36"" 19°57'10"""
0244630,Koszyce,12,"50°10'07"" 20°34'40"""
0329705,Nowe Brzesko,12,"50°07'52"" 20°22'28"""
0961768,Piwniczna-Zdrój,12,"49°26'28"" 20°42'58"""
0951818,Proszowice,12,"50°11'33"" 20°17'24"""
0924537,Maków Podhalański,12,"49°43'49"" 19°40'35"""
0815239,Ciężkowice,12,"49°47'11"" 20°58'27"""
0836276,Wojnicz,12,"49°57'28"" 20°50'15"""
0938404,Bukowno,12,"50°16'04"" 19°27'46"""
0837436,Zakliczyn,12,"49°51'22"" 20°48'35"""
0963359,Stary Sącz,12,"49°33'51"" 20°38'06"""
0816871,Czchów,12,"49°50'02"" 20°40'25"""
0981682,Bochnia,12,"49°58'10"" 20°25'57"""
0831149,Szczucin,12,"50°18'33"" 21°04'35"""
0959903,Gorlice,12,"49°39'18"" 21°09'36"""
0952752,Biecz,12,"49°43'52"" 21°15'14"""
0417728,Bobowa,12,"49°42'19"" 20°56'60"""
0981966,Brzesko,12,"49°58'06"" 20°36'28"""
0974044,Wyśmierzyce,14,"51°37'31"" 20°49'04"""
0920380,Grodzisk Mazowiecki,14,"52°06'15"" 20°37'36"""
0921792,Wołomin,14,"52°20'42"" 21°14'45"""
0966079,Ostrołęka,14,"53°04'53"" 21°34'21"""
0968687,Płock,14,"52°32'27"" 19°41'23"""
0973352,Grójec,14,"51°51'56"" 20°52'03"""
0975173,Siedlce,14,"52°09'57"" 22°16'37"""
0918123,Warszawa,14,"52°13'47"" 21°00'42"""
0973665,Mogielnica,14,"51°41'40"" 20°43'23"""
0637921,Solec nad Wisłą,14,"51°08'06"" 21°45'54"""
0975285,Garwolin,14,"51°53'51"" 21°36'56"""
0975434,Łaskarzew,14,"51°47'25"" 21°35'35"""
0975983,Żelechów,14,"51°48'35"" 21°53'44"""
0114620,Glinojeck,14,"52°49'07"" 20°17'03"""
0930414,Ciechanów,14,"52°52'34"" 20°36'29"""
0973725,Nowe Miasto nad Pilicą,14,"51°37'05"" 20°34'53"""
0973978,Warka,14,"51°47'04"" 21°11'20"""
0968977,Gostynin,14,"52°25'45"" 19°27'43"""
0920806,Legionowo,14,"52°24'12"" 20°55'37"""
0975380,Kałuszyn,14,"52°12'31"" 21°48'45"""
0930740,Nasielsk,14,"52°35'32"" 20°48'10"""
0921020,Milanówek,14,"52°07'31"" 20°39'56"""
0118606,Lubowidz,14,"53°07'13"" 19°50'41"""
0739656,Wiskitki,14,"52°05'13"" 20°22'59"""
0966441,Tłuszcz,14,"52°25'48"" 21°26'07"""
0975753,Pilawa,14,"51°57'36"" 21°31'56"""
0002766,Halinów,14,"52°13'36"" 21°21'12"""
0921148,Nowy Dwór Mazowiecki,14,"52°25'50"" 20°42'59"""
0574511,Sanniki,14,"52°19'55"" 19°51'43"""
0668956,Cegłów,14,"52°08'49"" 21°44'24"""
0973524,Kozienice,14,"51°35'06"" 21°32'58"""
0920634,Konstancin-Jeziorna,14,"52°05'34"" 21°07'05"""
0973286,Białobrzegi,14,"51°38'54"" 20°56'59"""
0921645,Serock,14,"52°30'49"" 21°04'14"""
0966330,Ostrów Mazowiecka,14,"52°48'21"" 21°53'52"""
0921504,Podkowa Leśna,14,"52°07'24"" 20°43'39"""
0682940,Mrozy,14,"52°09'57"" 21°48'09"""
0921438,Piaseczno,14,"52°04'11"" 21°01'37"""
0921869,Zakroczym,14,"52°25'60"" 20°36'42"""
0973613,Lipsko,14,"51°09'29"" 21°38'57"""
0966151,Brok,14,"52°42'00"" 21°51'34"""
0921668,Sulejówek,14,"52°14'35"" 21°16'40"""
0930696,Mława,14,"53°06'41"" 20°22'54"""
0969356,Wyszogród,14,"52°23'20"" 20°11'29"""
0930800,Płońsk,14,"52°37'20"" 20°22'26"""
0930839,Raciąż,14,"52°46'52"" 20°07'10"""
0009478,Tarczyn,14,"51°58'48"" 20°50'02"""
0561885,Czerwińsk nad Wisłą,14,"52°23'38"" 20°18'45"""
0514928,Myszyniec,14,"53°22'56"" 21°20'41"""
0120900,Nowe Miasto,14,"52°39'23"" 20°37'42"""
0920404,Józefów,14,"52°08'11"" 21°14'07"""
0921237,Otwock,14,"52°06'26"" 21°15'56"""
0930816,Pułtusk,14,"52°42'14"" 21°05'14"""
0920500,Karczew,14,"52°04'33"" 21°15'01"""
0563223,Drobin,14,"52°44'16"" 19°59'25"""
0973820,Skaryszew,14,"51°18'37"" 21°15'07"""
0125954,Sochocin,14,"52°41'14"" 20°28'20"""
0968871,Gąbin,14,"52°23'54"" 19°44'03"""
0973777,Przysucha,14,"51°21'31"" 20°37'42"""
0973748,Pionki,14,"51°28'43"" 21°27'09"""
0920321,Góra Kalwaria,14,"51°59'07"" 21°12'59"""
0921496,Piastów,14,"52°10'59"" 20°50'30"""
0921510,Pruszków,14,"52°10'12"" 20°48'18"""
0973375,Iłża,14,"51°09'44"" 21°14'14"""
0920284,Brwinów,14,"52°08'34"" 20°43'02"""
0966398,Przasnysz,14,"53°01'18"" 20°52'56"""
0966270,Chorzele,14,"53°15'31"" 20°53'50"""
0676128,Kosów Lacki,14,"52°35'45"" 22°08'49"""
0975747,Mordy,14,"52°12'39"" 22°31'00"""
0625444,Jedlnia-Letnisko,14,"51°25'52"" 21°19'53"""
0977120,Sochaczew,14,"52°13'47"" 20°14'17"""
0975492,Łochów,14,"52°31'50"" 21°40'54"""
0966470,Wyszków,14,"52°35'45"" 21°27'07"""
0930851,Żuromin,14,"53°03'58"" 19°54'35"""
0973895,Szydłowiec,14,"51°13'27"" 20°51'26"""
0977210,Żyrardów,14,"52°03'25"" 20°26'54"""
0977054,Mszczonów,14,"51°58'20"" 20°31'14"""
0920249,Błonie,14,"52°11'41"" 20°37'01"""
0920539,Kobyłka,14,"52°20'22"" 21°11'50"""
0920901,Marki,14,"52°20'15"" 21°06'53"""
0921958,Ząbki,14,"52°17'27"" 21°06'45"""
0921970,Zielonka,14,"52°18'30"" 21°09'30"""
0969310,Sierpc,14,"52°51'15"" 19°40'07"""
0975760,Sokołów Podlaski,14,"52°24'29"" 22°15'00"""
0920864,Łomianki,14,"52°20'01"" 20°53'13"""
0974096,Zwoleń,14,"51°21'23"" 21°35'03"""
0921415,Ożarów Mazowiecki,14,"52°12'38"" 20°47'39"""
0921591,Radzymin,14,"52°25'06"" 21°10'52"""
0111981,Bieżuń,14,"52°57'35"" 19°53'19"""
0975871,Węgrów,14,"52°23'56"" 22°01'02"""
0972750,Radom,14,"51°24'03"" 21°09'12"""
0922120,Łosice,14,"52°12'40"" 22°43'04"""
0966412,Różan,14,"52°53'26"" 21°23'48"""
0966300,Maków Mazowiecki,14,"52°51'47"" 21°06'06"""
0975687,Mińsk Mazowiecki,14,"52°10'42"" 21°34'17"""
0965341,Głuchołazy,16,"50°18'54"" 17°23'00"""
0965750,Niemodlin,16,"50°38'32"" 17°37'10"""
0965016,Opole,16,"50°40'04"" 17°55'43"""
0932293,Olesno,16,"50°52'36"" 18°25'18"""
0965275,Byczyna,16,"51°06'51"" 18°12'51"""
0965743,Namysłów,16,"51°04'36"" 17°43'02"""
0965849,Ozimek,16,"50°40'44"" 18°12'49"""
0965401,Grodków,16,"50°41'55"" 17°23'07"""
0965720,Lewin Brzeski,16,"50°45'19"" 17°36'58"""
0502523,Prószków,16,"50°34'36"" 17°52'17"""
0504090,Tułowice,16,"50°35'37"" 17°39'16"""
0965200,Baborów,16,"50°09'24"" 17°59'09"""
0965252,Brzeg,16,"50°51'42"" 17°28'12"""
0496946,Korfantów,16,"50°29'17"" 17°35'44"""
0965329,Głubczyce,16,"50°12'00"" 17°49'49"""
0965223,Biała,16,"50°23'07"" 17°39'35"""
0965789,Nysa,16,"50°28'25"" 17°19'58"""
